Ticker,Description,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Net Debt (MRQ),Quick Ratio (MRQ),Total Assets (MRQ),Total Debt (MRQ),Total Current Assets (MRQ),Basic EPS (FY),Basic EPS (TTM),Dividends Paid (FY),Dividends per Share (FY),Dividends per Share (MRQ),Dividends Yield (FY),Country,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (FY),EPS Forecast (FQ),EPS Diluted (TTM),EPS Diluted (MRQ),Exchange,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Market Capitalization,Net Income (FY),Net Margin (TTM),Number of Shareholders,Number of Employees,Operating Margin (TTM),Pretax Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Rating,Recent Earnings Date,Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Sector,Shares Float,Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ),Upcoming Earnings Date,1-Year Beta,Yearly Performance,YTD Performance
SAKUMA,SAKUMA EXPORTS LTD,7.79824953,0.01237877,-111992000,6.94334519,4299853000,43220000,4241117000,0.51,0.513,-22849000,,,0.38138828,India,161392000,,,0.51,,0.513,,NSE,,11.99091576,1592885000,406734000.000001,Food Distributors,13284098000,3075074086,110309000,0.83038382,12319,,1.03358166,1.05776847,,,25.53606238,,,,Buy,2021-06-29,1.416713,3.24312326,3.2172721,,Distribution Services,110949690.826,808392000,808392000,13284098000,234559000,2021-09-01,0.6232569,114.84375,74.05063291
BIL,BHARTIYA INTERNATIONAL LTD.,1.56700654,1.21001146,3725774000,0.57707308,9029972000,4117911000,6663700000,-4.83,-5.0121,0,,,0,India,322241000,,,-4.82,,-5.0221,,BSE,2525000,29.27983282,1605687000,452217000,Apparel/Footwear,5483935000,3048730349,-61466000,-1.12081927,4812,,3.99151339,0.54347836,,,,,,,Buy,2021-06-29,-0.68012469,-1.78916627,-1.41305591,,Consumer Non-Durables,3512190.1907,5626772000,5626772000,5483935000,12207100,2021-08-06,1.251454,70.30114226,66.83621567
BIL,BHARATIYA INTL LTD,1.56700654,1.21001146,3725774000,0.57707308,9029972000,4117911000,6663700000,-4.83,-5.0121,0,,,0,India,322241000,,,-4.82,,-5.0221,,NSE,2525000,29.27983282,1605687000,452217000,Apparel/Footwear,5483935000,3048730349,-61466000,-1.12081927,4812,,3.99151339,0.54347836,,,,,,,Buy,2021-06-29,-0.68012469,-1.78916627,-1.41305591,,Consumer Non-Durables,3512190.1907,5626772000,5626772000,5483935000,12207100,2021-08-06,1.251454,70.86805556,66.02564103
VETO,VETO SWITCHGEARS A,2.89726738,0.18285193,223251000,1.44411454,2737721000,355291000,2234587000,7.76,7.7596,,,,0.6285355,India,236218000,,,7.76,,7.7596,,NSE,11000,21.54298361,390425000,140712000,Electrical Products,1812307000,3041189601,147945000,8.16340719,10575,,11.93153257,11.72549684,,,20.48430331,,,,Buy,2021-06-30,5.99229542,7.96354219,7.93234544,,Producer Manufacturing,18907793.4,794668000,794668000,1812307000,19115000,2021-08-17,0.9531385,260.29578247,103.27342225
VETO,VETO SWITCHGEARS AND CABLES LI,2.89726738,0.18285193,223251000,1.44411454,2737721000,355291000,2234587000,7.76,7.7596,,,,0.6285355,India,236218000,,,7.76,,7.7596,,BSE,11000,21.54298361,390425000,140712000,Electrical Products,1812307000,3041189601,147945000,8.16340719,10575,,11.93153257,11.72549684,,,20.5036355,,,,Buy,2021-06-30,5.99229542,7.96354219,7.93234544,,Producer Manufacturing,18907793.4,794668000,794668000,1812307000,19115000,2021-08-17,0.9531385,247.59826086,104.62724147
ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,,0.30891449,-459397000,,4614683000,562579000,,16.65,16.6504,-20823000,,,0.68469703,India,476452000,,,16.65,,16.6504,,BSE,,64.57183539,750081000,246251000,Investment Banks/Brokers,1161622000,3041135136,346747000,29.85018349,4574,,39.92661978,37.53220715,,,8.84663432,,,,Buy,2021-06-14,8.69723061,20.90556122,17.87424288,,Finance,4179304.046,2793535000,2793535000,1161622000,20822600,,0.48747587,225.22123174,88.46153846
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,,0.30891449,-459397000,,4614683000,562579000,,16.65,16.6504,-20823000,,,0.68469703,India,476452000,,,16.65,,16.6504,,NSE,,64.57183539,750081000,246251000,Investment Banks/Brokers,1161622000,3041135136,346747000,29.85018349,4574,,39.92661978,37.53220715,,,8.75654639,,,,Buy,2021-06-14,8.69723061,20.90556122,17.87424288,,Finance,4179304.046,2793535000,2793535000,1161622000,20822600,,0.48747587,,
JBFIND,JBF INDUSTRIES LTD.,0.58424606,3.45473149,23791500000,,37591500000,24310600000,17661700000,,,,,,0,India,,,,,,,,BSE,0,,,,Textiles,,3037445475,,,,,,,,,,,,,Buy,,-18.15836623,-69.86328512,-56.63854999,,Process Industries,78460543.5427,,30554600000,,81871900,,0.93354183,259.3173524,155.91327858
JBFIND,JBF INDUSTRIES,0.58424606,3.45473149,23791500000,,37591500000,24310600000,17661700000,,,,,,0,India,,,,,,,,NSE,0,,,,Textiles,,3037445475,,,,,,,,,,,,,Buy,,-18.15836623,-69.86328512,-56.63854999,,Process Industries,78460543.5427,,30554600000,,81871900,,0.93354183,263.25581395,158.60927152
SATINDLTD,SAT INDUSTRIES LTD.,2.28401638,0.36125205,514421000.00000006,1.86086776,3040969000,618349000,2161351000,0.83,0.7743,,,,0,India,258189000.00000003,,,0.83,,0.7743,,BSE,79976000,24.2600253,496741000,156166000,Wholesale Distributors,2047570000,3025023726,87713000,4.28376075,1574,,10.05298964,6.07852235,,,34.54733308,,,,Buy,2021-06-25,2.9553734,5.34993744,4.35795303,,Distribution Services,52003381.185,1329286000,1329286000,2047570000,113085000,,-0.02065561,46.44808997,28.22966029
MITSU,MITSU CHEM PLAST LIMITED,1.24541657,1.37364342,495397000,0.77598216,1245718000,544640000,597719000,8.02,8.0212,-2415000,,,0.07985626,India,230871000,,,8.02,,8.0212,,BSE,,31.53126884,562306000,154359000,Miscellaneous Manufacturing,1783325000,3023582486,96880000,5.43254875,134,,10.4703293,7.73869037,,,31.10507156,,,,Buy,2021-05-27,8.34655431,27.74921447,14.87720699,,Producer Manufacturing,0,849225000,849225000,1783325000,12072600,,-0.02681963,216.77018634,127.67857143
BANSWRAS,BANSWARA SYNTEX LTD.,1.75535687,0.48008357,1570281000,0.8783396,7532549000,1714618000,3931952000,8.48,8.4739,0,,,0.8503402,India,758637000,,,8.48,,8.4739,,BSE,,17.5705368,1382141000,528145999.99999994,Textiles,7866247000,3019269897,145107000,1.8446914,8517,,3.73601239,2.07806822,,,20.81686001,,,,Strong Buy,2021-06-18,1.78778642,4.15655633,3.11132238,,Process Industries,4856168.636,3902130000,3902130000,7866247000,17116000,2021-08-18,1.5707747,160.84507042,44.63100351
BANSWRAS,BANSWARA SYNTEX,1.75535687,0.48008357,1570281000,0.8783396,7532549000,1714618000,3931952000,8.48,8.4739,0,,,0.8503402,India,758637000,,,8.48,,8.4739,,NSE,,17.5705368,1382141000,528145999.99999994,Textiles,7866247000,3019269897,145107000,1.8446914,8517,,3.73601239,2.07806822,,,21.04697955,,,,Strong Buy,2021-06-18,1.78778642,4.15655633,3.11132238,,Process Industries,4856168.636,3902130000,3902130000,7866247000,17116000,2021-08-18,1.5707747,165.03891677,48.14082278
VIKASLIFE,VIKAS LIFECARE LIMITED,1.41471352,0.61952293,411158125,1.00260054,1489512257,413033367,932754581,-0.0435,-0.0462,,,,0,India,77720000,,,-0.0435,,-0.0462,,BSE,,14.84322184,98947000.0000001,92891000,Wholesale Distributors,749945000,3018904449,-35015000,-4.6691424,43771,,9.45095974,-1.99987999,,,,,,,Buy,2021-06-28,-1.73498807,-5.82666223,-4.93566624,,Distribution Services,863226767.564,822816407,822816407,749945000,928894000,,1.628201,-45.44176332,-26.81461132
VIKASLIFE,VIKAS LIFECARE LTD,1.41471352,0.61952293,411158125,1.00260054,1489512257,413033367,932754581,-0.0435,-0.0462,,,,0,India,77720000,,,-0.0435,,-0.0462,,NSE,,14.84322184,98947000.0000001,92891000,Wholesale Distributors,749945000,3018904449,-35015000,-4.6691424,43771,,9.45095974,-1.99987999,,,,,,,Strong Buy,2021-06-28,-1.73498807,-5.82666223,-4.93566624,,Distribution Services,863226767.564,822816407,822816407,749945000,928894000,,1.628201,,
MODISNME,MODISON METALS LTD,3.99587955,0.07023387,111228000,2.11271316,2036042000,115589000,1280092000,6.9145,6.9145,-48675000,,,1.6137708,India,399858000,4.09685,1634760000,6.9145,,6.9145,,NSE,0,19.84775656,423734000,182512000,Engineering & Construction,2911791000,3016227472,224375000,7.68115282,7421,258,11.60770679,10.20519248,1.83369744,0.925721,13.44999638,13.0249,1.03311719,1.03642397,Buy,2021-05-31,11.36443064,14.40957817,14.40828273,11286011.62790698,Industrial Services,,390269000,390269000,2911791000,32450000.00000001,2021-08-11,0.82240015,,
MODISNME,MODISON METALS LTD.,3.99587955,0.07023387,111228000,2.11271316,2036042000,115589000,1280092000,6.9145,6.9145,-48675000,,,1.6137708,India,399858000,4.09685,1634760000,6.9145,,6.9145,,BSE,0,19.84775656,423734000,182512000,Engineering & Construction,2911791000,3016227472,224375000,7.68115282,7421,258,11.60770679,10.20519248,1.84059842,0.925721,13.50061436,13.0249,1.03700525,1.04032447,Buy,2021-05-31,11.36443064,14.40957817,14.40828273,11286011.62790698,Industrial Services,,390269000,390269000,2911791000,32450000.00000001,2021-08-11,0.82240015,147.10743656,83.06121837
MMP,MMP INDUSTRIES LTD,1.83859223,0.14119252,244486000,0.91597799,2716664000,295050000,988247000,6.87,6.8642,,,,0.84352595,India,261992000.00000003,,,6.87,,6.8642,,NSE,,18.69888854,431445000,147513000,Aluminum,2307335000,3011479811,174484000,7.56218755,741,,9.38910041,9.02140348,,,17.27076717,,,,Strong Buy,2021-06-23,6.90178668,8.73029156,8.71682992,,Non-Energy Minerals,6730368.0648,626965000,626965000,2307335000,25402600,,0.94915426,68.30709324,57.65212434
MISHTANN,MISHTANN FOODS LIMITED,2.30099689,0.7591863,530582999.99999994,1.54721127,1283409000,531066000.00000006,1210635000,0.01,0.0178,,,,0.0166113,India,66718999.99999999,,,0.01,,0.0078,,BSE,,2.28198594,80114000,24955000.0000002,Agricultural Commodities/Milling,3510714000,3009999990,7336000,0.20896034,1274,,1.57643146,0.28939982,,,769.23076923,,,,Buy,2021-06-28,0.5588699,1.0542477,1.00843371,,Process Industries,35060000,583889000,583889000,3510714000,500000000,,0.2086681,-47.03801945,2.56849315
OMINFRAL,OM INFRA LIMITED,2.00485827,0.1801503,638730000,0.69524972,11565961000,1123964000,9095647000,1.07,1.2394,-19261000,,,1.292407,India,441902000,,,1.07,,1.2394,,BSE,46383000,54.36073257,1038834000.0000002,332071000,Homebuilding,2356416000,2980602761,109666000,4.89650384,15685,,15.17664962,10.35521741,,,24.97176134,,,,Strong Buy,2021-06-30,1.01362359,1.86688702,1.77595537,,Consumer Durables,23810055.2082,5326925000,5326925000,2356416000,96303800,2021-08-19,1.0020235,132.58063871,78.46533275
OMINFRAL,OM INFRA LTD,2.00485827,0.1801503,638730000,0.69524972,11565961000,1123964000,9095647000,1.07,1.2394,-19261000,,,1.292407,India,441902000,,,1.07,,1.2394,,NSE,46383000,54.36073257,1038834000.0000002,332071000,Homebuilding,2356416000,2980602761,109666000,4.89650384,15685,,15.17664962,10.35521741,,,24.89107633,,,,Strong Buy,2021-06-30,1.01362359,1.86688702,1.77595537,,Consumer Durables,23810055.2082,5326925000,5326925000,2356416000,96303800,2021-08-19,1.0020235,,
SAKAR,SAKAR HEALTHCARE L,1.0136493,0.40773695,400601000,0.54182109,1777924000,401426000,337232000,6.87,7.1507,,,,0,India,225979000,,,6.87,,7.1507,,NSE,,23.54228921,223040000,48862000,Pharmaceuticals: Major,947393000,2979387958,106825000,11.27515192,540,,15.34695739,13.96717096,,,24.34027438,,,,Buy,2021-05-31,7.27134793,11.8839514,9.26074423,,Health Technology,4624256.52,793402000,793402000,947393000,17118000,,0.2239129,193.61702128,75.57251908
REFEX,REFEX INDUSTRIES LTD.,1.29032432,0.07399427,57370000,,2873683000,90250000,1841987000,20.7384,14.4019,0,0,0,1.0626993,India,503536000,0.756672,,20.7384,,14.4019,,BSE,0,15.52136822,986142000.000001,290968000,Wholesale Distributors,6607443000,2964435517,331261000,4.89210894,11775,,8.06382432,7.28526451,2.97644071,,9.8077337,3.36042,0.49108524,0.34146859,Sell,2021-02-12,15.68850667,37.70804207,36.11036426,,Distribution Services,17058559.47,621146000,1653993000,6607443000,21002000,,0.16026743,194.375,43.45177665
REFEX,REFEX INDUSTRIES L,1.29032432,0.07399427,57370000,,2873683000,90250000,1841987000,20.7384,14.4019,0,0,0,1.0626993,India,503536000,0.756672,,20.7384,,14.4019,,NSE,0,15.52136822,986142000.000001,290968000,Wholesale Distributors,6607443000,2964435517,331261000,4.89210894,11775,,8.06382432,7.28526451,2.97327989,,9.79731841,3.36042,0.49056373,0.34110597,Sell,2021-02-12,15.68850667,37.70804207,36.11036426,,Distribution Services,17058559.47,621146000,1653993000,6607443000,21002000,,0.16026743,193.74347667,43.50483661
SETCO,SETCO AUTOMOTIVE,0.59338881,6.07729696,3705200000,,6610400000,3876100000,2602900000,-3.3317,-5.2423,-161300000,,,0,India,43400000,13.3974,,-3.3317,,-5.2423,,NSE,0,20.37957656,740105000,271500000,Auto Parts: OEM,4703155000,2962945045,-445678000,-20.50532226,32889,798,-8.31383788,-25.04971342,2.82889948,,,26.6122,0.86645957,0.62999096,Sell,2021-02-09,-11.08602229,-73.17659503,-31.62334559,5893677.94486216,Producer Manufacturing,53446337.316,5773166000,5972600000,4703155000,133767000,,1.0649577,112.06030151,80.34188034
SETCO,SETCO AUTOMOTIVE LTD.,0.59338881,6.07729696,3705200000,,6610400000,3876100000,2602900000,-3.3317,-5.2423,-161300000,,,0,India,43400000,13.3974,,-3.3317,,-5.2423,,BSE,0,20.37957656,740105000,271500000,Auto Parts: OEM,4703155000,2962945045,-445678000,-20.50532226,32889,798,-8.31383788,-25.04971342,2.83528538,,,26.6122,0.8684155,0.63141309,Sell,2021-02-09,-11.08602229,-73.17659503,-31.62334559,5893677.94486216,Producer Manufacturing,53446337.316,5773166000,5972600000,4703155000,133767000,,1.0649577,111,79.57446809
BIBCL,BHARAT IMMUNOLOGICALS & BIOLOG,0.82023847,2.79545765,355901000,0.48241052,890020000,389315000,568285000,-2.3648,-0.644,0,,0,0,India,,,2549450000,-2.3648,,-0.644,,BSE,0,7.90641687,-88787000,-4423999.99999999,Pharmaceuticals: Other,668365000,2959989153,-102113000,-2.99124796,17943,,-2.46328576,-7.8506947,14.45745081,15.7506,,0.742644,3.18411244,4.42870158,Sell,2021-02-11,-2.93466201,-17.25315413,-17.25315413,,Health Technology,,1063560000,750753000,668365000,43180000,,0.92444605,206.43699485,33.07086482
LINCPENQ,LINC PEN & PLASTICS LTD.,1.92365628,0.06839887,89426000,0.86273347,2004578000,92138000,1135290000,0.03,0.0304,-22308000,,,0,India,104609000,,,0.03,,0.0304,4.2,BSE,,17.03070381,434702000,186312000,Consumer Sundries,2566613000,2957355079,392000,0.01525578,5763,,-0.86891783,-1.48261269,,,6578.94736842,,,,Strong Buy,2021-06-28,0.01756345,0.02885737,0.02686427,,Consumer Non-Durables,8251137.1677,657509000,657509000,2566613000,14872300,2021-08-12,0.6555218,18.4315913,16.17067849
LINCPEN,LINC PEN & PLASTIC,1.92365628,0.06839887,89426000,0.86273347,2004578000,92138000,1135290000,0.03,0.0304,-22308000,,,0,India,104609000,,,0.03,,0.0304,4.2,NSE,,17.03070381,434702000,186312000,Consumer Sundries,2566613000,2957355079,392000,0.01525578,5763,,-0.86891783,-1.48261269,,,6453.94736842,,,,Buy,2021-06-28,0.01756345,0.02885737,0.02686427,,Consumer Non-Durables,8251137.1677,657509000,657509000,2566613000,14872300,2021-08-12,0.6555218,16.68090616,14.11469298
YASHPAKKA,YASH PAKKA LIMITED,,,,,,,,7.8372,,-42484000,1,,1.1954572,India,,3.18282,,7.8372,,,,BSE,,,673977000,120455000,Pulp & Paper,2523868000,2947826194,276183000,,15500,450,,,2.52297189,,,3.30402,,1.16588506,Neutral,2021-02-10,,,,5608595.55555556,Process Industries,,1423929000,,2523868000,35240000,,0.81708544,159.48405889,15.69688455
SDBL,SOM DIST & BREW LTD,0.94133799,0.63128225,1634311000,0.71035736,7115001000,1778990000,2789288000,-5.86,-5.8685,,,,0,India,-95756000,,,-5.86,,-5.8685,,NSE,,32.73393541,919447000,405933000,Beverages: Alcoholic,2875721000,2940694870,-380729000,-13.23947159,15875,,-7.97859596,-13.5714929,,,,,,,Neutral,2021-06-03,-5.13831082,-12.65467671,-8.75836397,,Consumer Non-Durables,49089304.0351,4296944000,4296944000,2875721000,64987700.00000001,2021-08-11,0.69014823,46.29481806,42.3255814
SDBL,SOM DISTILLERIES & BREWERIES L,0.94133799,0.63128225,1634311000,0.71035736,7115001000,1778990000,2789288000,-5.86,-5.8685,,,,0,India,-95756000,,,-5.86,,-5.8685,,BSE,,32.73393541,919447000,405933000,Beverages: Alcoholic,2875721000,2940694870,-380729000,-13.23947159,15875,,-7.97859596,-13.5714929,,,,,,,Neutral,2021-06-03,-5.13831082,-12.65467671,-8.75836397,,Consumer Non-Durables,49089304.0351,4296944000,4296944000,2875721000,64987700.00000001,2021-08-11,0.69014823,45.75734093,42.70186203
DIAMINESQ,DIAMINES & CHEMICALS LTD.,9.68940613,0.0035582,-328089000,7.54295738,947787000,3024000,566152000,21.46,21.4605,-39133000,5,5,1.6636168,India,251135000,,,21.46,,21.4605,,BSE,,57.52009806,361324000,70821000,Chemicals: Specialty,628171000,2940352758,209949000,33.42232198,9417,,37.13660315,41.07964405,,,14.07236551,,,,Buy,2021-05-18,24.48891753,27.96214338,,,Process Industries,3218314.19688,97918000,97918000,628171000,9783240,2021-08-12,0.16179404,-10.0591716,-8.01815431
CHEMBOND,CHEMBOND CHEMICALS LTD,3.16855526,0.00638693,-611554000,2.61601059,3598465000,18806000,1830411000,15.1278,15.1279,0,2.25,2.25,1.031164,India,200674000,10.2828,1954810000,15.1278,,15.1279,,NSE,748945000,26.92161747,590737000,220915000,Chemicals: Major Diversified,2742010000,2934416393,203443000,7.36624859,6074,107,5.61687136,10.32974394,0.99970681,0.871045,14.40715499,12.5892,1.06126871,1.06894372,Buy,2021-05-15,5.91728901,7.2416661,7.22388636,25626261.68224299,Process Industries,9781742.0397,654016000,654016000,2742010000,13448300,2021-08-09,0.43514228,39.71473851,26.48493544
CHEMBOND,CHEMBOND CHEMICALS LTD.,3.16855526,0.00638693,-611554000,2.61601059,3598465000,18806000,1830411000,15.1278,15.1279,0,2.25,2.25,1.031164,India,200674000,10.2828,1954810000,15.1278,,15.1279,,BSE,748945000,26.92161747,590737000,220915000,Chemicals: Major Diversified,2742010000,2934416393,203443000,7.36624859,6074,107,5.61687136,10.32974394,1.00108287,0.871045,14.4269859,12.5892,1.0627295,1.07041508,Strong Buy,2021-05-15,5.91728901,7.2416661,7.22388636,25626261.68224299,Process Industries,9781742.0397,654016000,654016000,2742010000,13448300,2021-08-09,0.43514228,40.81957057,26.72956128
ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE L,1.48605724,1.75840308,1289392000,0.94644682,3078046000,1583500000,1897545000,2.86,2.865,-10781000,,,0.36798528,India,314679000,,,2.86,,2.865,,BSE,,21.83854795,480817000,141592000,Building Products,2201694000,2929627961,154218000,7.00456103,1619,,11.8626385,9.1241108,,,18.97033089,,,,Strong Buy,2021-06-15,4.955129,18.60719052,8.98724953,,Producer Manufacturing,8777672.326,2177513000,2177513000,2201694000,53903000,2021-09-01,0.09107421,51.83673197,23.99999778
RNAVAL,RELIANCE NAVAL AND ENGINEERING,0.14619163,-1.06120154,129068675000,,47474429000,129227995000,24288829000,-23.8715,,0,0,,0,India,,,,-23.8715,,,,BSE,101879000,,-898490000,,Trucks/Construction/Farm Machinery,754908000,2920861368,-17607432000,,158607,290,,,,,,,,3.86916207,Sell,,-39.59503372,,,2603131.03448276,Producer Manufacturing,543430495.5239999,169249596000,169249596000,754908000,737591000,,0.9555147,26.08695652,18.55345912
RNAVAL,RELIANCE N AND E,0.14619163,-1.06120154,129068675000,,47474429000,129227995000,24288829000,-23.8715,,0,0,,0,India,,,,-23.8715,,,,NSE,101879000,,-898490000,,Trucks/Construction/Farm Machinery,754908000,2920861368,-17607432000,,158607,290,,,,,,,,3.8105384,Sell,,-39.59503372,,,2603131.03448276,Producer Manufacturing,543430495.5239999,169249596000,169249596000,754908000,737591000,,0.9555147,25,19.04761905
SHRIDINE,SHRI DINESH MILLS LTD.,4.95550133,0.04097273,-712421000,4.18621818,1469014000,48822000,1047925000,18.55,18.8952,0,,,0.96153843,India,135925900,,,18.55,,18.8952,,BSE,,36.3718031,269729000,115842000,Textiles,741589000,2912302704,98176000,13.36131738,8561,,10.38167622,15.74258151,,,27.52021677,,,,Buy,2021-05-31,6.97361198,9.53864415,9.39806037,,Process Industries,,277441000,277441000,741589000,5600580,,0.6012528,438.7113299,138.60730137
TITANBIO,TITAN BIOTECH LTD.,3.10466467,0.20405514,91546000,1.40197597,1007156000,147891000,593289000,36.71,36.7076,-8264000,,,0.42589435,India,461265000,,,36.71,,36.7076,,BSE,0,43.55379605,613993000,115916000,Chemicals: Specialty,1422372000,2910475412,303352000,21.32719148,8498,,30.87040521,30.02421308,,,9.5947436,,,,Buy,2021-06-29,34.23071656,56.20157363,48.24346905,,Process Industries,,282396000,282396000,1422372000,8263700,,0.21575719,358.73945908,135.33333333
AJIL,ATLAS JEWELLERY INDIA LIMITED,31.17325669,0.00162782,1819000,28.926781,1671966000,2631000,1654053000,-0.5,-0.4993,,,,0,India,-8292000,,,-0.5,,-0.4993,,BSE,,-43.36269628,-5662000,-2087000,Other Consumer Specialties,13054000,2903883547,-50015000,-383.10225967,5923,,-79.82382229,-371.87284565,,,,,,,Sell,2021-06-28,-2.94725933,-3.04725169,-3.03970102,,Consumer Durables,4205164.59,55691000,55691000,13054000,100655000,,1.0709398,-35.52036345,-40.74843828
INDAG,INDAG RUBBER LTD.,3.95770669,0,-109615000,2.26867254,2365763000,0,843415000,0.97,0.9733,-23865000,0.9,0,2.1818182,India,180197000,,,0.97,,0.9733,,BSE,3911000,23.36545157,380130000,96360000,Miscellaneous Manufacturing,1698443000,2887500000,25362000,1.39944978,5641,,8.20325998,2.27467024,,,113.73677181,,,,Buy,2021-05-10,1.04450621,1.25612365,1.22460743,,Producer Manufacturing,5053912.5,352159000,352159000,1698443000,26250000,2021-08-18,0.42429438,66.71731763,17.20085721
AHLWEST,ASIAN HOTELS (WEST,0.90185586,24.80521675,9030016000,,11114986000,9599222000,918496000,0.8497,-98.7999,-14046000,0,0,0,India,288628000,7.95148,,0.8497,,-98.7999,,NSE,0,33.23426661,1832991000,58259000,Hotels/Resorts/Cruise lines,4311836000,2883091837,9900000,-65.04152044,9550,422,-13.13489102,-59.80175732,2.61672799,,,9.11847,1.6385482,0.67256365,Buy,2021-02-13,-5.49070467,-90.27926499,-6.24003418,10217620.85308057,Consumer Services,3590911.4912,10616399000,10728003000,4311836000,11651200,,0.47482806,-2.12849823,-5.89350366
AHLWEST,ASIAN HOTELS (WEST) LTD.,0.90185586,24.80521675,9030016000,,11114986000,9599222000,918496000,0.8497,-98.7999,-14046000,0,0,0,India,288628000,7.95148,,0.8497,,-98.7999,,BSE,0,33.23426661,1832991000,58259000,Hotels/Resorts/Cruise lines,4311836000,2883091837,9900000,-65.04152044,9550,422,-13.13489102,-59.80175732,2.59465033,,,9.11847,1.62472357,0.66688915,Buy,2021-02-13,-5.49070467,-90.27926499,-6.24003418,10217620.85308057,Consumer Services,3590911.4912,10616399000,10728003000,4311836000,11651200,,0.47482806,9.25110132,-4.54195168
AHLADA,AHLADA ENGINEERS LTD,1.26821776,0.45478079,486070210,0.91118337,2325612486,541221653,1221331248,7.95,7.9509,-15505200,,,0.5395684,India,295728280,,,7.95,,7.9509,,NSE,,28.78410442,457799837,198778491,Building Products,1590460596,2873630216,101882435,6.40578831,34,,11.39783993,9.04062202,,,27.97167616,,,,Buy,2021-06-30,5.00331301,8.74515942,8.012498,,Producer Manufacturing,,1135541007,1135541007,1590460596,12921000,,0.3677734,,
SAREL,SANGAM RENEWABLES LIMITED,2.71884198,2.30108681,885943000,2.69167514,2029455000,1247930000,457263000,-1.13,-1.1379,,,,0,India,69878000,,,-1.13,,-1.1379,,BSE,7003000,48.89893978,68291000,50251000,Alternative Power Generation,129783999.99999999,2864121367,-23666000,-18.23491339,1223,,40.82013191,26.2043087,,,,,,,Strong Buy,2021-05-10,-1.45838842,-9.81424452,-2.28076135,,Utilities,,1487134000,1487134000,129783999.99999999,20814800,,-1.2313161,1344.5,863
ALBERTDA,ALBERT DAVID LTD.,2.77487777,0.0033865,-1483611000,2.33140303,3414019000,8276000,2236804000,38.8,38.8013,-402000,,,1.1966494,India,191447000,,,38.8,,38.8013,,BSE,,28.43048229,703512000,163585000,Pharmaceuticals: Other,2474499000,2861570944,221430000,8.94847806,8594,,4.41026648,11.09056823,,,12.89003178,,,,Buy,2021-06-17,6.64247322,9.4794318,9.44226543,,Health Technology,2191076.513554,970199000,970199000,2474499000,5707162,2021-09-01,0.26868138,22.46749516,13.32273687
ALBERTDAVD,ALBERT DAVID,2.77487777,0.0033865,-1483611000,2.33140303,3414019000,8276000,2236804000,38.8,38.8013,-402000,,,1.1966494,India,191447000,,,38.8,,38.8013,,NSE,,28.43048229,703512000,163585000,Pharmaceuticals: Other,2474499000,2861570944,221430000,8.94847806,8594,,4.41026648,11.09056823,,,12.90549543,,,,Buy,2021-06-17,6.64247322,9.4794318,9.44226543,,Health Technology,2191076.513554,970199000,970199000,2474499000,5707162,2021-09-01,0.26868138,22.22086788,13.01254068
PANCARBON,PANASONIC CARBON INDIA CO.LTD.,19.25101708,,,18.83563566,1339016260,,1094540640,39.37,39.373,-48126240,,,2.0135918,India,185259250,,,39.37,,39.373,,BSE,,56.88038048,278217920,86768920,Electrical Products,489128100,2860560172,188992940,38.63874027,10486,,35.73247099,51.92950575,,,15.13600716,,,,Buy,2021-06-28,14.94468042,15.6855421,,,Producer Manufacturing,1743297.6,64065439.99999999,64065439.99999999,489128100,4800000,2021-08-11,0.52970153,77.55223582,32.20715786
LIBERTSHOE,LIBERTY SHOES LTD.,1.579995,0.51481923,878121000,0.66909125,5174005000,959500000,3530028000,0.14,0.1422,,,,0,India,512914000,,,0.14,,0.1422,,BSE,,29.86404526,1367965000,546387000,Apparel/Footwear,4580642000,2850792205,2513000,0.05486131,25429,,3.68369761,0.51562641,,,1174.75386779,,,,Buy,2021-06-30,0.04335065,0.13492072,0.12936398,,Consumer Non-Durables,6716077.44,3310244000,3310244000,4580642000,17040000,2021-08-12,0.92819995,19.5854267,10.10200724
LIBERTSHOE,LIBERTY SHOES,1.579995,0.51481923,878121000,0.66909125,5174005000,959500000,3530028000,0.14,0.1422,,,,0,India,512914000,,,0.14,,0.1422,,NSE,,29.86404526,1367965000,546387000,Apparel/Footwear,4580642000,2850792205,2513000,0.05486131,25429,,3.68369761,0.51562641,,,1173.34739803,,,,Buy,2021-06-30,0.04335065,0.13492072,0.12936398,,Consumer Non-Durables,6716077.44,3310244000,3310244000,4580642000,17040000,2021-08-12,0.92819995,19.47123973,9.53161543
